time;distribution;dataset;seed;#parts;model;lr;num_epoch;hidden_layer_size;batch_size;value function;method;alpha;x;y;remove topic;num_removed_client
2024-03-30 03:02:13;label skew;adult;6694;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;0.0;1.0;best;3.0
2024-03-30 03:02:13;label skew;adult;6694;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;0.125;0.8916760683059692;best;1.0
2024-03-30 03:02:13;label skew;adult;6694;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;0.25;0.778296947479248;best;2.0
2024-03-30 03:02:13;label skew;adult;6694;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;0.375;0.6113072037696838;best;5.0
2024-03-30 03:02:13;label skew;adult;6694;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;0.5;0.5572497844696045;best;6.0
2024-03-30 03:02:13;label skew;adult;6694;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;0.625;0.09066107124090195;best;7.0
2024-03-30 03:02:13;label skew;adult;6694;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;0.75;-0.06674516946077347;best;4.0
2024-03-30 03:02:13;label skew;adult;6694;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;0.875;-0.12016841769218445;best;0.0
2024-03-30 03:02:13;label skew;adult;6694;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;0.0;1.0;worst;0.0
2024-03-30 03:02:13;label skew;adult;6694;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;0.125;0.9996023178100586;worst;4.0
2024-03-30 03:02:13;label skew;adult;6694;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;0.25;0.9985194206237793;worst;7.0
2024-03-30 03:02:13;label skew;adult;6694;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;0.375;0.9955003261566162;worst;6.0
2024-03-30 03:02:13;label skew;adult;6694;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;0.5;0.9920399785041809;worst;5.0
2024-03-30 03:02:13;label skew;adult;6694;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;0.625;0.9714863896369934;worst;2.0
2024-03-30 03:02:13;label skew;adult;6694;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;0.75;0.9368442893028259;worst;1.0
2024-03-30 03:02:13;label skew;adult;6694;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;0.875;0.8389045000076294;worst;3.0
2024-03-30 03:02:13;quantity skew;tictactoe;6694;8;TicTacToeMLP;0.008;80;16;16;gradient_similarity;ShapleyValue;0.65;0.0;1.0;best;3.0
